Keyword,Review,Tone,Attribute1
touch,  Very user friendly great features very flexible ,3,flexible
speakers, I am surprised to receive an iPhone with poor quality internal ,1,poor quality
speakers,  the loud ,3,loud
games, but the battery discharges quickly and phone gets heats up while playing ,1,heats
games, but the battery discharges quickly and phone gets heats up while playing ,1,battery drains
heats, but the battery discharges quickly and phone gets ,1,
build, Excellent quality and strong ,3,strong
build, Excellent quality and strong ,3,quality
delivered,  Product was ,0,
delivered,  iPhone was ,0,
snapdeal,  I  recommend ,3,
build,Trust ,0,
performance, I was fascinated by the ,3,
internet,  It camera ,0,
performance,  I like it very much and satisfied with its ,3,satisfied
features, Awesome phone with awesome ,3,awesome
service, awesome cell n ,3,awesome
snapdeal, awesome cell n service provided by ,3,service
online,  Cell cost is less than other ,3,
fast, snapdeal service is very ,3,service
fast, snapdeal service is very ,3,snapdeal
interface, Great quality good finishing Simple ,3,simple
sensor,   good fingerprint ,3,
operating system,  Equipped with a 64-bit architecture chip a fingerprint identity sensor a camera that takes your photography skills to the next level and an ,0,
sensor,  Equipped with a 64-bit architecture chip a fingerprint identity ,3,
body,The iPhone 5S Case while saving the stunning ,3,stunning
fast,With Touch ID getting access to your iPhone has become ,3,
Touch ID,With ,0,
sensor,  All you need to do with this new fingerprint identity ,0,
Touch ID,  Further ,0,
fast,The new A7 chip gives 2x ,3,A7 chip
performance,The new A7 chip gives 2x faster CPU and graphics ,3,fast
gaming,  Enjoy detailed graphics and complex visual effects that were earlier only possible on Mac computers PCs and ,3,graphics
sensor,  It was made keeping in mind the 64-bit A7 chip the Touch ID fingerprint identity ,3,
Touch ID,  It was made keeping in mind the 64-bit A7 chip the ,0,
features,  Furthermore iOS 7 boasts of new ,3,
fast,Enjoy ultra-,3,ultra
fast,  So download and uploads become ,0,
fast,  Also iPhone keeps increasing the number of carriers it supports worldwide helping you take advantage of ,0,
sensor,  The new iSight has a 15 per cent larger ,3,
burst mode,  The continuous ,0,
image,  Auto ,0,
features,  Other ,0,
video,  Other features include slow-motion ,3,slow-motion
light,  The new FaceTime HD camera offers larger pixels and an improved backside illumination sensor that gives it increased sensitivity in low,3,Low
light,  The new FaceTime HD camera offers larger pixels and an improved backside illumination sensor that gives it increased sensitivity in low,3,Low
sensor,  The new FaceTime HD camera offers larger pixels and an improved backside illumination ,3,
delivered, It was ,0,
service, To purchace products on snapdeal is safe  and the ,3,
snapdeal, To purchace products on ,0,
fast,  The product delivery is very ,3,delivery
fast,  Snapdeal is a best online shopping service I think with perfect and ,3,snapdeal
fast,  Snapdeal is a best online shopping service I think with perfect and ,3,service
online,  Snapdeal is a best ,3,snapdeal
service,  Snapdeal is a best online shopping ,3,
service,  Lucky to have this phone and ,3,
snapdeal,  Lucky to have this phone and service like ,3,service
lag,  If youre happy with the compact form factor of the iPhone 5 then you have a reason to cheer since most high-end f,0,
viewing,  I feel the display is still the best in its class offering excellent brightness wide ,3,wide
sensor,  It is part of the Touch ID fingerprint ,3,
Touch ID,  It is part of the ,0,
features,The iPhone 5S is the first widely available smartphone to be powered by a chip that ,0,
fast,  Apple also claims that its A7 chip delivers CPU and graphics performance up to two times ,3,A7 chip
performance,  Apple also claims that its A7 chip delivers CPU and graphics ,3,graphics
memory ,  the 64-bit architecture will help in better ,3,
games, 0 standard for enhanced graphics performance especially while playing 3D ,3,graphics
performance, 0 standard for enhanced graphics ,3,graphics
Touch ID,  While Apple already offers a 4 digit passcode lock to protect the iPhone the ,0,
sensor,The camera on the iPhone 5S offers a 15% larger ,0,
picture,  The improved optics result in much better low-light ,3,low-light
picture,  The level of noise and distortion while capturing lit objects in low-light conditions is much lower in ,3,low-light
image,  We also found colour reproduction to be more accurate and white balance to be in perfect harmony thanks to the new ,0,
software,Having said that even if youre not an iOS user but want to invest in a device that will last you more than an year (even two years) receive regular ,0,
Camera,  Slow Motion ,0,
video,  Hyperlaps ,0,
warranty,  One year india ,3,one year
snapdeal, I got my iphone within a week from ,3,
fast,  I think it could be ,0,
delivered,  Otherwise the iphone was safely ,3,safely
snapdeal,  Otherwise the iphone was safely delivered and the best thing in ,3,
fast,  The Shipping was ,3,shipping
body,There are a few who question whether its fair to launch a phone and then append an S to the same thing a year later - Apples response would likely be that no,0,
hardware,There are a few who question whether its fair to launch a phone and then append an S to the same thing a year later - Apples response would likely be that nobody is forcing you to buy the new ,0,
service,i am happy with the products and ,3,
online,  Mobile app offers the best price compared to any ,0,
delivered, Product is Good ,3,good
build,  Phone is super cool on all the aspects ,0,
performance,  Phone is super cool on all the aspects build,3,
internet, but sometime device getting heat during enable ,1,heats
delivered,  Being a high range product Snapdeal ,0,
touch,  I received the same with a good packing and un,0,
cheap,  Thank you again for my high tech Apple iphone 5S Gold (16 GB) delivery with a ,0,
lag, Iphone 5s im using since 4 months and its its buttery smootch no ,3,no
service, received a parcel in very worst condition  even a rubber ball comes in a safe packing nowadays my phone just escaped because of apple packing (a small usual box containing iphone charger and earpods) i simply received the parcel  while receiving the parcel i ordered the courier man to stand near and asked him to see wats there in the parcel  just to have a witness finaly phone is safe   delivery man said i was afraid to deliver this parcel because of its price  this is my 4th order and last order in snapdeal if snapdeal uses xpressbees courier worst ,1,courier
service, received a parcel in very worst condition  even a rubber ball comes in a safe packing nowadays my phone just escaped because of apple packing (a small usual box containing iphone charger and earpods) i simply received the parcel  while receiving the parcel i ordered the courier man to stand near and asked him to see wats there in the parcel  just to have a witness finaly phone is safe   delivery man said i was afraid to deliver this parcel because of its price  this is my 4th order and last order in snapdeal if snapdeal uses xpressbees courier worst ,1,
snapdeal, received a parcel in very worst condition  even a rubber ball comes in a safe packing nowadays my phone just escaped because of apple packing (a small usual box containing iphone charger and earpods) i simply received the parcel  while receiving the parcel i ordered the courier man to stand near and asked him to see wats there in the parcel  just to have a witness finaly phone is safe   delivery man said i was afraid to deliver this parcel because of its price  this is my 4th order and last order in ,1,service
performance, exellent phone light weight high ,3,
warranty,Once the device is booted it got registered and has 1 year ,3,
delivered,Delivery was bit slow it took almost a week to get ,1,slow
service,  Super fast ,3,fast
features,Phone is simply awesome ,3,awesome
sound,Phone is simply awesome features look and feel ,0,
video,Phone is simply awesome features look and feel sound and ,0,
snapdeal, by purchasing an apple iphone 5s by ,0,
snapdeal, nd i am very much satisfied buying new iphone from ,3,satisfied
snapdeal, lv my iphone nd love ,3,
cheap,  Apple India 1 year warranty (Genuine new product) with all accessories and 6k ,3,
warranty,  Apple India 1 year ,3,1 year
fast, the phone is just amazing and working of this phone is very ,3,very
snapdeal,Quick delivery from ,3,quick delivery
Android,  Os is little bit difficult to understand initially (as used to ,0,
picture,  Lightweight and good ,3,
snapdeal,  I have brought one canon 60d camera in ,0,
applications,With heavy ,0,
heavy,With ,0,
fast,  Performs all the operations very ,3,performs
charging,  Only con is the battery life - requires frequent ,1,frequent
durable,it is also ,3,
performance, iPhone 5S sure is a beautiful art and there have been no issues so far with its ,3,
snapdeal, believe ,3,
sound,  I loved the ,3,
warranty,  with genuine ,3,genuine
snapdeal, Perfect Service by ,3,service
warranty, In Description they didnt tell about ,1,
snapdeal, i was searching and comparison site for an iphone 5s with discount price ,0,
delivered, i find phone was ,0,
games,  The beat part is it Play ,3,
lag,  The beat part is it Play games without ,3,without
cheap,  In very ,0,
snapdeal,  (Checked Warranty) And thank you ,3,
sound,  It has good ,3,
fast,  I come across a little problem with this that it heats ,1,heats
smooth , Buttery ,3,buttery
snapdeal, Great savings to buy from ,3,
interface,Friendly ,3,friendly
touch,Friendly interface ,0,
smooth , its really good and awesome its reallly ,3,
hanging, samsung mobile is ,1,
picture,  the iPhone 5s now has a larger sensor and aperture tat it captures stunning ,3,stunning
sensor,  the iPhone 5s now has a larger ,3,
fast,  Many people look at the specs and decide which phone is ,0,
touch,  The better camera And the ,3,
fast,Amazing camera awsum experience with the processor lightning ,3,processor
budget, THis Is a middle ,0,
fast, Camera Quality is Too Good and the processor is quite ,3,processor
Screen,  Touch ,0,
Camera,Pros : 5 inch Display 8 Mp ,3,8MP
Display,Pros : 5 inch ,3,5inch
Display,Pros : 5 inch ,3,pros
Display,Pros : 5 inch ,3,pros
internal,Cons : 4 Gb ,1,4gb
memory ,Cons : 4 Gb internal ,1,internal
memory ,Cons : 4 Gb internal ,1,4gb
Price,Cons : 4 Gb internal memory  ,1,
Ram,Pros : 5 inch Display 8 Mp Camera Quad Core PRocessor with 1 Gb ,3,1gb
internal memory, I purchased Xperia C phone and found a movie sample (This is the end) saved in phones ,0,
snapdeal,   So I am in a bit confusion that if ,0,
online,   So can anyone clarify this if they have purchased Xperia C ,0,
games, All the specifications are very nice except 4GB - internal memory that would restrict you to load more apps especially heavy and nice ,1,internal memory
games, All the specifications are very nice except 4GB - internal memory that would restrict you to load more apps especially heavy and nice ,1,heavy
heavy, All the specifications are very nice except 4GB - internal memory that would restrict you to load more apps especially ,0,
internal, All the specifications are very nice except 4GB - ,1,4gb
memory , All the specifications are very nice except 4GB - internal ,1,internal
memory , All the specifications are very nice except 4GB - internal ,1,4gb
budget,  A smartphone that is mainly targeted at ,0,
expandable,  Only 4GB internal memory though ,3,
internal,  Only 4GB ,1,4gb
memory ,  Only 4GB internal ,1,internal
memory ,  Only 4GB internal ,1,4gb
image,  Low light ,0,
lag,  Sometimes ,2,sometimes
cheap,  So this smartphone from Sony bridges the gap between the ,0,
features,You get more awesome ,3,awesome
budget,I would recommend this smartphone for users looking for a ,3,
service,I would recommend this smartphone for users looking for a budget phabet and good customer ,3,good
video,  Quad core processor plays smoothly full HD ,3,HD
features,  DLNA Sony LIVE Slimness WalkmanXperia Link Sketch Social life news etc are exclusive ,3,exclusive
memory ,Internal ,0,
image,low light ,0,
budget,THis Is a middle ,2,middle
Camera,Pros : 5 inch Display 8 Mp ,3,8MP
Display,Pros : 5 inch ,3,5inch
Display,Pros : 5 inch ,3,pros
Display,Pros : 5 inch ,3,pros
internal,Cons : 4 Gb ,1,4gb
memory ,Cons : 4 Gb internal ,1,internal
memory ,Cons : 4 Gb internal ,1,4gb
Price,Cons : 4 Gb internal memory  ,0,
Ram,Pros : 5 inch Display 8 Mp Camera Quad Core PRocessor with 1 Gb ,3,1gb
Flash, Camera\t 8 megapixel camera 4x digital zoom Auto focus Face detection ,3,
Bluetooth,Music\t 3D Surround Sound (VPT) Album art ,0,
Audio,  tereo (A2DP) Clear,3,clear
games,Entertainment\t 3D ,3,3D
gaming,Entertainment\t 3D games Media browser Motion ,3,motion
gaming,Entertainment\t 3D games Media browser Motion ,3,3D
Audio, 5 mm ,0,
Bluetooth, 5 mm Audio Jack (CTIA) ,0,
storage,Connectivity\t PC Companion USB mass ,0,
Screen,  Smart Connect ,0,
Screen,Design\t Auto rotation Illumination effect On-screen QWERTY keyboard On-screen 12-key keyboard Touch ,0,
video, fantastic uptodate product only the thing is that we have to download the app for ,0,
Processor,  Please note that Grand Duos doesnt even have a Qualcomm ,1,
video,  MT supports full HD ,3,HD
memory ,  More Cache ,0,
performance,  More Cache memory per core in MT than MSM means better ,0,
body,  Uni,0,
body,  You cant say that dont buy Xperia Z because it has Uni,0,
Design,  You cant say that dont buy Xperia Z because it has Unibody ,1,unibody
buttons,  Instead of adding extra hardware for just three ,0,
hardware,  Instead of adding extra ,0,
picture,  While watching movies ,0,
games,  or playing ,0,
buttons,  If you have used a Sony phone you must be knowing that these ,0,
buttons,  Plus how much space of a 5 inch display do you think these ,0,
Camera,  Front Facing ,0,
video,  Now while doing ,0,
internet,  If you have watched videos on youtube you must be knowing that to watch a high quality video you need a high speed ,0,
video,  If you have watched ,0,
hanging,  One option is c,0,
storage,4 GB internal ,1,4gb
storage,4 GB internal ,1,internal
features, all the specification and ,0,
snapdeal, Im thankful to ,3,
touch, The most silky ,3,silky
cheap,Got in the ,0,
headphone,The quality of ,0,
Battery,-,0,
Looks,-,0,
Camera,-,0,
Display,-,0,
Processor,-Doesnt heat up ,3,
picture,Good sound and ,3,good
picture,  VGA ,1,vga
cheap,  sound quality really clean but the earphone i found looks ,1,
cheap,  sound quality really clean but the earphone i found looks ,1,
cheap,  sound quality really clean but the earphone i found looks ,1,
budget, looking for a ,0,
features, looking for a budget phone with all latest ,0,
cheap, Great price and was the ,3,price
snapdeal, east or west ,0,
heavy, The camera quality of the phone is goodbattary life is superb in ,0,
Audio, 5 to 2 daysviewing angles are goodalthough it is only a qhd display but it supports 720p and 1080p resolution videos without any lag or framedrop ,0,
lag, 5 to 2 daysviewing angles are goodalthough it is only a qhd display but it supports 720p and 1080p resolution videos without any ,3,without
video, 5 to 2 daysviewing angles are goodalthough it is only a qhd display but it supports 720p and 1080p resolution ,3,1080p
viewing angles, 5 to 2 days,0,
touch,awesome ,3,awesome
Android, Hmmmmmmmmmmmmmm I am in Love with Sony though my first love is Samsung Grand But I know Sony is Awesome I Love Sony Mobiles Specialy ,3,
build,  That showed the ,0,
picture,Camera : My wifes Lumia clicked better ,3,
performance,  Ill manage with an average camera ,1,
performance,  Ill manage with an average camera ,1,average
sound,  Speaker ,0,
music,  I was a satisfied user after listening to ,3,
video,  Played a 720p ,3,720p
fast,  it played ,0,
Apps,Interface and ,0,
responsive,  Keyboard is not 100% ,1,keyboard
fast,   Apps open ,3,
lag,   Apps open fast and I didnt see any ,3,any
Screen,One important thing that I needed the phone for is ,0,
smooth ,  I did not play any high graphics game but played temple run and it was a very ,3,
snapdeal, Bought new xperia c from ,0,
expandable, Very Good phone with great features such as Quad core processor 5 inch screen dual sim Jelly Bean OS and good battery backup but the major flaws are poor front camera and just 4GB internal memory though its ,3,just
features, Very Good phone with great ,3,
internal, Very Good phone with great features such as Quad core processor 5 inch screen dual sim Jelly Bean OS and good battery backup but the major flaws are poor front camera and just 4GB ,1,4gb
memory , Very Good phone with great features such as Quad core processor 5 inch screen dual sim Jelly Bean OS and good battery backup but the major flaws are poor front camera and just 4GB internal ,1,4gb
memory , Very Good phone with great features such as Quad core processor 5 inch screen dual sim Jelly Bean OS and good battery backup but the major flaws are poor front camera and just 4GB internal ,1,internal
build,      The overall ,0,
stylish,  I have the white one and I find this very elegant and ,3,elegant
hanging,  Dual sim functionality is handy but c,1,
sound,  The call quality is very good and the external speaker produces enough ,3,
performance,  By not going in mediateksnapdragan debate  i would say the ,0,
lag,  I havent felt any kind of ,3,any
games,  Casual ,0,
internal,  There is a concern with the ,1,
software,  I am left with only about 200mb after updating the inbuilt ,0,
Android,  You can always do the minor tweakings with the software to suit your needs its and ,0,
software,  You can always do the minor tweakings with the ,2,
gaming,Inbuilt 1gb storage  is more than adequate for your ,3,1gb storage
gaming,Inbuilt 1gb storage  is more than adequate for your ,3,adequate
storage,Inbuilt 1gb ,0,
sound,The inbuilt speaker is mint it is clear and crisp and even on minimum volume it ,3,clear
Battery,Touch is great nice looks very fast and no lags headphone provided is great very nice display clear and crisp ,0,
fast,Touch is great nice looks very ,3,very
headphone,Touch is great nice looks very fast and no lags ,0,
lag,Touch is great nice looks very fast and no ,3,no
Apps,  Found zero lag in the device and navigation between screens,0,
lag,  Found zero ,3,zero
Display,  Super AMOLED HD ,3,amoled
Display,  Super AMOLED HD ,3,HD
Display,  Super AMOLED HD ,3,HD
Display,  Super AMOLED HD ,3,HD
Display,  Super AMOLED HD ,3,HD
Display,  Super AMOLED HD ,3,HD
back panel,  Phone looks stylish enough in front though ,0,
stylish,  Phone looks ,3,
connectivity,  3G ,3,3G
fast,  3G connectivity @ 42 mbps is really ,3,connectivity
features,  Loved some of the ,3,
features,  Some ,0,
budget,Sony Xperia C is best phone at this ,3,best
Battery,Best part is ,3,best
durable,Best part is Battery Backup slim and ,3,slim
snapdeal,Thanks to ,3,
fast, the service is very ,3,service
service, keep up with good ,3,good
memory , the internal ,0,
snapdeal, Very bad survice provided by both ,1,service
snapdeal,  discount was really good we can buy more products from ,3,
online,  i like this ,0,
snapdeal,  i like this online site and like to tell my friends to buy product from ,3,
lag,  it never show any ,3,never
memory ,  but it dont have enough apps ,1,
performance, Phone is excellent in all the aspects like display battery life durability and ,3,
internal,  the only weak point that is why I have rated it 4 is the ,1,
memory ,  the only weak point that is why I have rated it 4 is the internal ,1,
internal, 2 gb as ,1,2gb
memory , 2 gb as internal ,1,2gb
video,  you can use this portion only for saving media files and ,0,
internal memory,Hoping If Sony will fix this bug in the future and at least merge these two portion of ,0,
memory ,Hoping If Sony will fix this bug in the future and at least merge these two portion of internal ,0,
body,  Large displayawesome cameralight weightslim ,3,slim
body,  Large displayawesome cameralight weightslim ,3,slim
features,  Large displayawesome cameralight weightslim bodydual sim( which I came to know after buying it ) and many other ,3,
cheap,  got the ,0,
snapdeal,  got the cheapest rate from ,3,
hangs, Nice Phone but ,1,
memory ,when opened box am shocked seal tampered And Sticker affixed as 8 GB ,0,
internal, This is a useless phone is intended to be used as a smart phone as there is very low on ,1,low
service, This Product is Very Good and ,0,
features, Phone is nice and excellent camera and other ,3,
features, The Sony Xperia C ,0,
Android, 2GHz quad-core MediaTek MT6589 processor 1GB RAM and runs ,0,
sensor,The smartphone packs in an 8MP camera with an Exmor R ,3,
expandable,  It offers 4GB inbuilt storage which is ,3,
storage,  It offers 4GB inbuilt ,3,4gb
storage,  It offers 4GB inbuilt ,3,inbuilt
Bluetooth,In terms of connectivity the Sony Xperia C features 3G Wi-Fi DLNA ,3,
connectivity,In terms of ,0,
features,In terms of connectivity the Sony Xperia C ,0,
delivered,  timely ,3,timely
storage, I have a problem in internal ,1,internal
snapdeal,  I bought last month this mobile phone through ,0,
image,  Good out door ,3,outdoor
light,  Good out door images but low,1,Low
sound,  It has a good battery life good camera (However front camera is ok) good ,3,
speakers,  It has a good battery life good camera (However front camera is ok) good sound quality in ,3,
sound,  Earphone ,0,
performance, I am using the phone for the last 3months and m fully satisfied with the ,3,
sound, A nice product from sony which is a very fine in camera clearity ,0,
internal,Only drawback is the ,1,
snapdeal,Thank you ,3,
snapdeal, and i love ,3,
heavy,Quite ,1,
sound,Quite heavy and speaker ,0,
performance,  But quite satisfied with ,3,
cheap, com cause it was very ,3,
snapdeal, I liked this product from ,3,
sound, Nice phone  when i received on back cover steel(,0,
hangs, sometime it ,1,
body, I receive this Mobile within 3 days but its back cover is loose that is not fit with ,0,
budget, very Nice product from sony and is in ,3,
games,  Fast processing even the high end ,3,
features,  Decent rear camera of 8MP with ,3,
sound,Just the ,0,
budget, It is a ,3,
picture, It is a budget phone and i love its excellent ,3,
fast, The processor is quite ,3,
memory ,  i am not impressed with its internal ,1,
storage,  i am not impressed with its internal memory ,1,
touch, 0-Inches TFT capacitive ,3,
features,  Also with its minimalistic design and all the GenX ,3,
Android, 2 GHz MTK6589 processor and comes with ,0,
smooth ,  1GB RAM provides amazingly ,3,
clarity, At this price range really great phone good screen ,3,
heavy,  its little ,1,
stylish,  its little heavy compared to other smartphones but looks ,3,
budget, one of the best medium ,2,
features, one of the best medium budget smart phone with almost all ,3,
charging,  Charging point shoud be either upper or lower side or on other side of it is becouse during ,0,
internal memory,  At least its ,0,
memory ,  At least its internal ,0,
Android, 8 GB gone for ,0,
Apps, 2 GB they given as internal memeory which is for Video and phots which cant be used for ,0,
snapdeal,thank you sony and thank you ,3,
applications,loaded ,0,
hardware,good ,3,
snapdeal, awesome product keep it up ,3,
internal,But have only 4gb ,1,
charging,Charger ,0,
delivered,  My Xperia was ,0,
features,  screen and its ,0,
features,Battery backup is quite good considering the ,0,
snapdeal, I ordered this product 15 days back  product quality is good working fine I am 100% satisfied with ,3,
Battery,2) Long ,3,long
Screen,1) Nice ,3,
features, Loved this phone  ,3,
build,  Has good ,3,
video,  Good for playing non hd ,3,
budget,  But if your ,0,
games,  It is fast and did not notice any lags on the ,3,
lag,  It is fast and did not notice any ,3,
clarity,  The camera and screen ,3,
clarity,  The camera and screen ,3,
body,  It looks great and every,0,
features, Good phone with good ,3,
performance, Nich and corner of Xperia c is made with spefication ,0,
snapdeal,Totally satisfied with Shopping experience on ,3,
online,  Screen is good sized I just bought it by comparing technical spec ,0,
features,  Lots of ,3,
music,  Good quality pictures and ,3,
picture,  Good quality ,3,
sound,  Good quality pictures and music ,3,
picture,  I had not expected it to be this big in size as shown in ,0,
fast, Best compare to another mobile and also it is very ,3,
internet, n it doesnot show the 3g ,0,
games, Has a big screen but the resolution is not up to mark nor is the memory and so not many ,1,
memory , Has a big screen but the resolution is not up to mark nor is the ,1,
applications, Fast smooth but default ,0,
Android,OS Version\t,0,
Battery,In Sales Package\tCharger Headset Data Cable ,0,
Camera,Type\tDual ,0,
touch,Multi,0,
Camera,Other ,0,
connectivity,USB ,0,
fast,Other Camera Features\tFast Capture Exmor R Auto Focus Self-portrait Function Touch Focus Face Detection Sweep Panorama HDR for Photos Dedicated Camera Key Intelligent Voice-guide Super-,3,
interface,  Good camera and user ,3,
touch, The phone is amazing specially the ,3,
service,  And over that Iam happy with the ,3,
snapdeal,  And over that Iam happy with the service of ,3,
Android, The Sony Xperia C is a well balanced smartphone and although it may look chunky at the sides but it is dominated by the 5-inch display with the standard ,3,
buttons, The Sony Xperia C is a well balanced smartphone and although it may look chunky at the sides but it is dominated by the 5-inch display with the standard Android ,0,
charging, 5mm audio jack while on the left panel is a micro-USB port for ,0,
features,  There are lots of fantastic ,3,
internal,  only issue is 4 gb ,1,
cheap, This is very good phone in ,3,good
snapdeal,  thanks a lot ,3,
internal,Great size camera processor everything is perfect except ,1,
internal, only concern is about the ,1,
memory , only concern is about the internal ,1,
snapdeal, I bought xperia c white frm ,0,
performance,Its luck is very nice and ,0,
Camera,Sound and ,0,
fast,  Slim n ,3,
Camera,  Definitely ,0,
UI,  Sony custom ,3,
Battery, 2550 mah ,3,
lag, though it has 1gb of ram still no ,3,
features,some of the ,0,
online,  The cover that I ordered ,0,
image, camera or flash light opposite timing of picture capture becuase of ,0,
picture, camera or flash light opposite timing of ,0,
budget, very good phone in this ,3,
internet,  Wifi 3G works fine - at phone or as a hotspot(Laptop connecting to ,3,
internet,  Wifi 3G works fine - at phone or as a hotspot(Laptop connecting to ,3,
applications,  Though 512 MB looks lesser after downloading few ,1,
Battery, DU ,0,
games, DU Battery Saver DU memory Booster WhatsApp Viber Tango 3 Candy related ,0,
lag, DU Battery Saver DU memory Booster WhatsApp Viber Tango 3 Candy related games  Notes swiss Army knife RZ folder player ) The phone works fine without any ,3,
memory , DU Battery Saver DU ,0,
video, DU Battery Saver DU memory Booster WhatsApp Viber Tango 3 Candy related games  Notes swiss Army knife RZ folder player ) The phone works fine without any lag with around 200 MB RAM available the ,0,
gaming,  No heating problem with heavy ,3,
heavy,  No heating problem with ,0,
Apps,  Great GPS with Google ,3,
charging,  Battery draining faster (full charge holds for 3 hours of gaming - Candy Crush) otherwise for normal usage  it require ,1,
fast,  Battery draining ,1,
gaming,  Battery draining faster (full charge holds for 3 hours of ,0,
Camera,  Quality of front ,0,
memory ,  Cleaning the ,0,
hanging,  on a daily basis though it didnt face any ,3,
Light, Awsome Picture quality ,3,
snapdeal, Very good experience with ,3,
snapdeal,Thanks ,0,
Audio, Performance Ultra Slim Excellent Display Clarity Superb ,3,
Display, Performance Ultra Slim Excellent ,3,
budget,  pretty good in the small ,3,
budget, if your ,0,
build, without gorilla glass 3 and water resistance features at very high price makes disappoint but both cameras are superbsmooth touchgreat ,3,
features, without gorilla glass 3 and water resistance ,1,
smooth , without gorilla glass 3 and water resistance features at very high price makes disappoint but both cameras are superb,3,
touch, without gorilla glass 3 and water resistance features at very high price makes disappoint but both cameras are superbsmooth ,3,
snapdeal,  I didnt expect the delivery would be done in prior thank you ,3,
gaming,  Camera hd sreen light weight front camera battery powerextra sleem design operating themes adjustments ,0,
performance,  Camera hd sreen light weight front camera battery powerextra sleem design operating themes adjustments gaming ,0,
Android, Sony experia c3 is my first ,0,
features,Overall: I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar ,0,
lag, I like the screen size and ,0,
light,  Best photos even in low,3,Low
snapdeal, I got c3 xperia from ,0,
Price,  Only ,0,
picture,  Front camera is very good ,3,
smooth ,  Front camera is very good picture are very clear back camera is also good when photo click in 8 mega pixel and other hand phone is very ,3,
delivered, I ve purchased this for my wife ,0,
image, I ve purchased this for my wife delivered in 2 working days only and the quality of screen and ,0,
delivered,  Mobile ,0,
charging,The design is good but it looks like an unfinished ready to hit the market product as u can see exactly on the connection points of ,0,
hangs,When u play a game after sometime it ,1,
sound,  Its noise cancellation attribute clears the background ,3,
Resolution, 5 Inches ,0,
Size, 5 Inches Resolution HVGA 320 x 480 Pixels Color-262 K in Experia e while ,3,
windows, comming to os- no doubt jelly bean is the best in android but hey its ,0,
Android,  And regarding apps ,0,
touch,  And regarding apps Android have 600000apps while windows ,0,
windows,  And regarding apps Android have 600000apps while ,0,
windows, com,0,
expandable, Memory wont be a problem either since both phones are giveing internally 4gb memory while xperia is giving 32gb ,3,
memory , Memory wont be a problem either since both phones are giveing internally 4gb ,1,
lens, Lumia in association with Windows giving three best features- Skydrive Nokia offline maps and 3D mapping with street ,3,
features, Lumia in association with Windows giving three best ,3,
features,  This smartphone is fully loaded with ,3,
features,  It has unique ,3,
connectivity,  The 3G and WIFI networks speed up the web ,3,3G
connectivity,  The 3G and WIFI networks speed up the web ,3,speed
features,  The series has been expanded through this new model which has exciting new ,3,
features,  One of its most outstanding ,3,
operating ,  One of its most outstanding features is its ,3,
operating system, 1 jelly bean) as its ,0,
music,  One can instantly create ones own playlist and can spend hours listening ,0,
charging,  There are no hassles of ,3,
music, Nice phone  and good ,3,
Flash,Cons : no ,1,
heavy,  First of all let me clear that the phone is not for gamers or ,1,
Display,- ,1,
Camera,- ,0,
Price,- ,0,
music,  Normal usage like net ,0,
video,  Normal usage like net music ,0,
sensor,+ Built quality is strong and gripped well in hands all ,0,
sound,  With Xloud and walkman app ,0,
interface,+ Very good and user friendly ,3,
video,+ All ,0,
fast,+ Net is super,3,
superfast,+ Net is ,3,
games,+ All small or medium ,0,
hanging,+ Finally there is no lagging ,3,
heating,+ Finally there is no lagging hanging or ,3,
lag,+ Finally there is no ,3,
headphone,  A wonderful ,3,
internet, I am a music lover and I love to download songs from the ,0,
music, I am a ,0,
music,  I can listen songs online as well as download them in my ,0,
online,  I can listen songs ,3,
sound,  One can also increase the ,0,
online, the best experience i ever had in ,3,
budget,  its a very ,3,
lag,only one cons which i have find that sometimes it ,2,
budget,but if you want a really ,0,
features, its a nice smartphone loaded with the basic ,3,
music, its a nice smartphone loaded with the basic features and excellent for listening to ,3,
games,it could also play sum cool ,3,
snapdragon,1 ghz ,3,
sound,MUSIC Is AwSuM with 3d surround ,3,
fast,its battery is 1500 mh but still it drains to ,1,
games,also the phone heats up very quickly while playing moderate to high graphics ,1,
gaming,its battery is 1500 mh but still it drains to fast over moderate ,1,
heats,also the phone ,1,
features,average ,1,
features,I am happy with the device and I think it is a good smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar ,0,
lag, Nice product in the price range only 2 thing is not good 1st : camra quality (poor) ,0,
durable,Otherwise Phone is stylish handy and also ,3,
stylish,Otherwise Phone is ,3,
sound, Nice product Good ,3,
snapdeal, I bought this phone on ,3,
hanging,  Some times I have experienced ,1,
Price,  However it is a good Phone at this ,3,
performance, i thought Sony would be able to deliver satisfactory ,2,
snapdeal,  It was as per the ,0,
features, It is a fully loaded with ,3,
affordable, Good phone at ,3,
warranty,But screen went total black after 3rd month and ,0,
hanging,for operating speed and ,0,
cheap,  for those who want smart phone on ,0,
sound, clarity is so good and ,3,
hangs, but sometime it ,1,
Processor, One thing that Snapdeal has mentioned wrong in the specs of this phone is that it has a 1GHZ cortex A5 processor  but in reality this champ sports a 1 GHZ Qualcomm Snapdragon S1 ,3,
features,  It has lots of ,3,
hangs,  The only problem is it ,1,
built quality,  But believe me guys its performance and ,0,
performance,  But believe me guys its ,0,
