Keyword,Review,Tone,Attribute1
light,  pictures also very good   ,3,
music,  is crystal clear,3,Clear
picture, s also very good   ,3,
sound,  is bit low in ear phone but the clearity of the music is crystal clear,1,Low
browsing,  experience is so good,3,Experience
games,  are played without any disturbance and also the browsing experience is so good,3,
Processor,  is best all HD games are played without any disturbance and also the browsing experience is so good,3,
browsing,  is so fast,3,Fast
Battery,  life is good with battery stamina mode,3,good
Audio,  is not louder,1,Louder
Price,  is bit higher than what it should be tagged with,1,Higher
Design,  its superb,3,
Display,  yes it has ppor viewing angles but who would view his phone diagonally,1,Viewing angles
UI,  from sony is buttery smooth,3,Smooth
connectivity,  options run smooth,3,Smooth
Camera,  quality with 13MP is really awesome,3,Quality
touch, screen with 441ppi pixel density,3,Pixel
video,  recording @ 30fps with HDR mode continuous autofocus and stereo sound,3,HDR mode
video ,recording  @ 30fps with HDR mode continuous autofocus and stereo sound,3,HDR mode
video ,recording  @ 30fps with HDR mode continuous autofocus and stereo sound,3,recording
video ,recording  @ 30fps with HDR mode continuous autofocus and stereo sound,3,recording
internet,  is on for some time phone gets over heated,1,Heated
durable, ) if handled carefully,3,
Bluetooth,  switched On Always,1,
Display,  - as good as any bravia TV display,3,Bravia
cheap, er than any phone in the market,3,
Display, (Screen resolution) is awesome,3,Resolution
Screen,  resolution) is awesome,3,Resolution
body,  feels wow,3,
build,  and sound quality is really very amazing,3,
sound,  quality is really very amazing,3,Quality
music,  watching movies and dealing with official mails everything is running like awesome,3,
heating, -problemm-p375219highlighttrue#M17881),1,
Battery,  runs only for a day,1,only
touch,  is also very smooth,3,Smooth
games,  very smoothly with a very powerful camera,3,Smoothly
Camera,  is really cool and the picart softwares loaded on the phone is just cool to operated,3,
software, s loaded on the phone is just cool to operated,3,Loaded
interface,  is really very good in sony,3,Sony
cheap,  plastic body,1,
Looks,  premium compared to samsungs cheap plastic body,3,Premium
Battery,  drains out very quickly,1,quickly
fast, est processor,3,Processor
fast, est processor 2,3,Processor
smooth , activities in all aspects make this phone a great gadget,3,
connectivity,  is very fast &amp,3,Fast
smooth , too,3,
Screen,  is a bit flimsy,1,Flimsy
hardware,  monster in all ways and still with the elegance of all kingship devices,3,
Camera,  without flash doesnt hurt so much when we have not got much of work on it,3,Flash
Processor,  and RAM just gives you a feel of what all is great within,3,
performance,  and really tough phone,3,
Camera,  is a little bit low side,1,Low
picture,  qualities are awesome,3,Qualities
cheap,  and quality products with trust,3,
features,  like streo speakers  flash light  big ear phone are missing,1,Stereo
Battery,  Time - The battery lasts easily through-out the day with Mobile Data always on about an hour of Music 5-6 hours of screen time using WhatsApp and Gaming,3,easily
picture, s both in Day and Night time in the Superior mode(8 MP),3,Superior
storage,  and expandable upto 64Gb,3,Expandable
fast,  no lags,3,Lags
snapdeal,  is too gud for me,3,
burst,mode is just too good,3,good
burst,mode is just too good,3,mode
burst,mode is just too good,3,mode
Battery,  is excellent all inbuilt apps are no nonsense apps all to the point,3,excellent
body,  design is amazingly perfect,3,Design
delivered,  within 5 days as promised by Snapdeal,3,
fast,  because of snapdrgon chipset and adreno 330 gpu,3,Snapdragon
smooth , and fast because of snapdrgon chipset and adreno 330 gpu,3,
smooth , touch great audio bright screen water proof and stylsih black glass body,3,
underwater,  capability HD recording takes less time to charge the phone graphics 2gb ram was a boon good processor user interface,3,
heats,  up when used heavily but mine was good with no over heating,1,
browsing,  over 3g or watch movies then it tends to get heat up very fast,1,Fast
Delivery,  is much in time,3,Time
stylish,  rough usable mobile wth water proof,3,
fast,  speedSuperb Camera &amp,3,
performance,  is not as expected from such a high end phone with 20,1,
snapdeal,  surprised me with the freebies and even with a free aircel data plan for 3 months (which i dnt have any use of) Anyhow i recommend you Sony Xperia Z1 over any mobiles on market for the time being( except i-phone 5s ,3,
Display,  is what you expect any Sony phone to be Video viewing was simply amazing good colour and equally good contrast,3,Colour
music,  and videos was pretty crisp and clear not too loud and no jarring,3,Crisp
video, s was pretty crisp and clear not too loud and no jarring,3,Crisp
videos,  was pretty crisp and clear not too loud and no jarring,3,Crisp
Camera,  just a couple of shots its pretty good but not top notch maybe a shade lower than s4 and i5 but that maybe because of the screen resolutions of the other phones in comparison,3,Shots
service,  centre people (apparently Authorised) they dont care about your problem after an hour of convincing them that this is a Genuine issue they actually logged a complaint about this problem but that was just internal the call centre guys didnt know about this issue because the ,1,
Front ,camera  not that great,1,not
Front ,camera  not that great,1,
Front ,camera  not that great,1,
Camera, good 4,3,
warranty,  has been rejected,1,
smooth , transitions,3,Transitions
hardware,  problem,1,
UI,  is good,3,
picture,  quality is considerably good,3,Quality
Battery,  back is also pretty good(problem i faced with my last android phone),3,good
smooth , and works like charm,3,Charm
Screen,  size every thing is perfect as a mobile phone,3,Size
internal,memory  and screen plus higher IP rating perfect for my use,3,memory
Battery,  backup is poor speaker not too loud bit heavy,1,poor
smooth , User Interface,3,
Battery,  backup is great almost 4 days on normal use and near 2 days on heavy use,3,great
games,  running very smoothly,3,Smooth
affordable,  phone from sony which has got very good specifications,3,
picture,  quality very clear sound and very smooth gaming experience,3,Quality
smooth , gaming experience,3,
sound,  and very smooth gaming experience,3,
lag,  even while playing the heavy games and online videos,1,
heating,  issuse and 4,1,
overheat, ing issuse and 4,1,
Camera,  clarity is Amazing it picks very clear &amp,3,Clarity
clarity,  is Amazing it picks very clear &amp,3,
Battery,  life is a big disadvantage I feel,1,disadvantage
applications,  happens very smoothly,3,Smoothly
fast,  smooth the touch feels great,3,Smooth
smooth , the touch feels great,3,
touch,  feels great,3,
Camera,  which is not at all good from my point of view,1,
fast, er processor with Quad Core which would consume more battery,3,Processor
built ,quality  is amazing it feels like it is made of high quality ceramics even thought it is plastic thanks to its glossy finish and its steel reinforcement,3,Ceramics
built ,quality  is amazing it feels like it is made of high quality ceramics even thought it is plastic thanks to its glossy finish and its steel reinforcement,3,quality
built ,quality  is amazing it feels like it is made of high quality ceramics even thought it is plastic thanks to its glossy finish and its steel reinforcement,3,quality
performance,  from the dual core A6 chip and 1GB if RAM is amazing thanks to Apples skills to make the most efficient devices,3,
Camera,  is amazing it is not as good as the S5 or iPhone 5s but still it has a brilliant camera system with sapphire lens to avoid scratches,3,
hardware,  and software are customized for each other,3,
software,  are customized for each other,3,
lagging, ging when you talk about iPhone,1,
delivered,  before expected time,3,Time
delivered, ) Thanks Snapdeal for good product &amp,3,
snapdeal,  was worried but got relief when the phone was delivered) Thanks Snapdeal for good product &amp,3,Product
service,  level which mesmerises me about snap deal,3,
snapdeal,  and its commitment,3,Commitment
warranty,  with apple its a genuine phone with apple ,3,
snapdeal,  for the lowest price compare to others,3,
Camera,  Never Hangs Perfect Touch Clear and Crisp displayImpressive Polycarbonate build ,3,Perfect
delivered,  iphone on time and the product is fully packed I was very happy to open the pack and Im 100 % satisfied with the product (iphone ),3,Time
Screen,  with perfect sound and display quality,3,
sound,  and display quality,3,Quality
sound,  in earphones are main pros,3,Earphones
smooth , and crisp IOS experience,3,
lags, s at some times ,1,
snapdeal,  took a lot of time to deliver the product,1,Time
online,  I can definetly say will again order my next phone ,3,
Battery,  life is good for a day or two if the wifi and packet data is turned off from time to time,3,good
service, s of Red Express courier is very poor,1,Courier
Delivery,  of the product was pathetic - no responses from Bluedart whatsoever,1,
delivered,  bang on time and as expected,3,Time
memory , is a bit low but i will manage,1,Low
Camera,  battery life display every thing about iphone 5c is great and IMO this phone will do great for a year or 2,3,
touch,  remains same even after years of use,3,
buttons,  feel nice to operate,3,Nice
Battery,  is good on stand by &amp,3,good
Camera,  is fantastic,3,
Looks,  and Performance-Awesome,3,
browsing,  or watching movies is more pleasing on large screens,3,Screen
fast, er processor,3,Processor
fast, er loading of multiple apps,3,
fast,  internet access up to 42,3,
video, s are captured even in low-light conditions,3,Low light
videos,  are captured even in low-light conditions,3,Low light
touch,  not working after 1 month,1,
viewing ,angles  are low and not viewable from side angle,1,Low
viewing ,angles  are low and not viewable from side angle,1,angles
viewing ,angles  are low and not viewable from side angle,1,angles
touch,  camera speed resolution Mind blowing i think it is perfect for me,3,
clarity,  and the main thing is battery pooor backup,3,
touch,  is also not good also the camera clarity and the main thing is battery pooor backup,1,
clarity,  of cameras is not so good as should be,1,
sound,  and  clarity of cameras is not so good as should be,3,
Display,  angles are not too good but ok,1,Angles
Display,  is not good but overall good,1,
Price, d very afford ably this could be a perfect choice if you can go without 3G,3,Afford
touch,  nice,3,
lags, s and is slow,1,Slow
Camera,  lens has also gone hazzy in just 2 months of usage,1,Lens
lens,  has also gone hazzy in just 2 months of usage,1,Hazzy
features,  are making this phone really worth,3,
internal,memory  only 170MB,1,only
internal,memory  only 170MB,1,memory
internal,memory  only 170MB,1,memory
memory , only 170MB,1,
sound,  quality also nt so good spice should word more on its speaker parts,1,Quality
Looks,  of handset is good with android 402 jeally bean os,3,
internal,memory  not enugh which you show,1,not
internal,memory  not enugh which you show,1,memory
internal,memory  not enugh which you show,1,memory
memory , not enugh which you show,1,
Camera,  is bit dissappointing,1,
lags, s while using high end apps,1,Apps
Battery,  backup is awesome,3,good
Screen,  guard and leather cover comes free as an accessory,3,Cover
budget,  then this is one of the best phones,3,
service,  center nearby,3,Center
Size,  and PPI is good clear display,3,
heavy,  amount of power,1,Power
Battery,  works at least for a whole day with 3G and Games,3,atleast
charging,  issues so far with PC-USB or direct,1,
software,  and equalizer is very very good (Original headset not used at all),3,
features,  like flip to mute or auto answer etc,3,Flip
lens,  to shoot anything,3,Shoot
Camera,  got hanged,1,Hanged
internet,  is very disappointed,1,
Flash,  light very poor as per samsung duas,1,Light
body,  who has till now seen the mobile has appreciated it,3,
performance,  wise this a masterpiece when compared to SAMSUNG or SONY or its main competitor micromax ,3,
day,light  as well as in night are good &amp,3,good
day,light  as well as in night are good &amp,3,light
day,light  as well as in night are good &amp,3,light
image, s captured in day light as well as in night are good &amp,3,day light
heavy,  rest great product,1,
features,  are excellent,3,
quad core,  processor gives flowless performance,3,Performance
games,  also runs superbs,3,
heavy,  games also runs superbs,3,
internal,memory  works like charm for games,3,
internal,memory  works like charm for games,3,memory
internal,memory  works like charm for games,3,memory
memory , works like charm for games,3,Games
Battery,  life for such a size screen very decent (1,3,
features,  like vibrating when the call connected gesture app openings,3,Vibrating
sound,  is less,1,
Game,  play is very smooth and music is very clear,3,Smooth
music,  is very clear,3,
smooth , and music is very clear,3,
quad core,  processor along with one gb ram packs a thump,3,Processor
cheap, est in snapdeal,3,Snapdeal
sound,  quality is nice,3,Quality
clarity,  with good sound,3,
fast,  no lag even when so many apps r open,3,
Touch ,sensitivity  is nice,3,sensitivity
Touch ,sensitivity  is nice,3,nice
Touch ,sensitivity  is nice,3,nice
Camera,  is not very good pics looks like pastel painting when enlarged,1,
Battery,  lasts 30-40 hrs in moderate use it lasts around 5-6 hrs when 3g wifi gps full brightness r on and connected,3,30-40
features,  good as compared to price of the product,3,
video, s are visible,3,
videos,  are visible,3,
Camera,  position is not good to use,1,
Bluetooth,  connectivity is poor,1,connectivity
Looks,  and eye catchy,3,
touch,  functionality is good,3,Functionality
memory , ios very low,1,IOS
gps,  accuracy picture quality and sound quality this device is fantastic,3,Accuracy
picture,  quality and sound quality this device is fantastic,3,Quality
sound,  quality this device is fantastic,3,Quality
fast,  reading the PDF files is amazing it has the facility to watch any movies,3,reading
games,  work very slow otherwise it is a very nice phone in such a reasonable price,1,Slow
touch,  if very good but camera quality is very poor as cpmpared with other 5 m,3,
fast,  surfing grabs more data and with full speed when compared with samsung glaxy grand,3,
gps,  accuracy is 3000 meter it is the worst when compaired with other phone like samsung sony htc,1,Accuracy
service,  center not supportable to user,1,supportable
Camera,  cannot reached the resolution of 5 MP,1,resolution
Flash,  and Primary Camera cannot reached the resolution of 5 MP,1,
Battery,  consumption - 3 Hrs in Net Connection,1,3
fast,  and without lag or hanging problem,3,
Screen,  also became hot during long use,1,hot
touch,  was not working and even system is slow,1,
heats,  up very fast that you can fear only after using 15-20 minutes,3,fast
sound,  while calling is very low &amp,1,calling
budget,  category,3,
fast,  working,3,
Display,  viewing angle is very poorclarity is OK,1,viewing angle
cheap,  cell,1,
image,  is very bad in gaming,1,gaming
touch,  pad is hard to handle,1,pad
cheap,  price you get a good mobile,3,Price
Display,  is best in class,3,
fast,  and best buy in 6000,3,
Camera,  is good enough in daylight and average at night,3,day light
games,  without any probs,3,
operating ,system  android jelly bean it iz a great mobile within 6k,3,Android
operating ,system  android jelly bean it iz a great mobile within 6k,3,system
operating ,system  android jelly bean it iz a great mobile within 6k,3,system
touch,  iz very good camera iz not good but cant ask better in this range with operating system android jelly bean it iz a great mobile within 6k,3,
fast, er than other,3,
quad core,  processor make it faster than other,3,Quadcore
touch,  is great ,3,
Battery,  is not enough for the phone it loses power on use but all the androids do the same,1,not
hanging, s to use some times i miss the front camara bt with 4gb ram n 1gb rom,1,
features,  in such an affordable price,3,affordable
fast,  due to quad core processor and 1 GB ram and easy to use,3,Quad core
quad core,  processor and 1 GB ram and easy to use,3,Processor
touch,  and display are very good,3,
Battery,  backup is less,1,less
internet,  u have to recharge every half day,1,
heating,  up only,1,
heavy,  games otherwise everything about this product is just awesome,1,
Battery,  gets heated up while charging,1,heated
music,  lovers as it has dts Digital Sound effects,3,
Design,  is good but with Dual SIM and data usage battery will always go down can be used 3 hrs if you reacharge once,3,
games,  like angry budsSubway Surfs and also you will not get accesories(flip caseback case) in the market,3,
features,  at unbelievable priceit also supports 3g battery is  ok processor and ram is fantastic of 1gh n 1gbonly flip side is low volume speaker but u can manage on headsetscreen is excellent camera is really good in good light but cant take proper pics in dim light,3,Price
sound,  quality is good no issue with games but only problem is battery back up,3,Quality
heating,  after 30 minutes usage,1,
performance,  phone having quad core processor,3,Quad core
Display,  is clear but viewing angle is poor,3,clear
Audio,  is clear,3,clear
picture,  Very Fast Good Sound All things good,3,
Price,  Superb Deal Huge Saving Clear video and picture Very Fast Good Sound All things good,3,
video,  and picture Very Fast Good Sound All things good,3,
Processor,  (GPU) is ADRENO 203 which is single core,3,Adreno
storage,  is just 2gb,1,2 gb
features,  and the only problem is the video call option not coming for my Airtel sim,1,
Battery,  life of the phone is quite nice if you dont use net but if you use it then it may take 2 time charge in a day,3,nice
smooth , that it really KitKat,3,
touch, screen is so smooth that it really KitKat,3,KitKat
fast,  and no lags headphone provided is great very nice display clear and,3,
headphone,  provided is great very nice display clear and,3,
touch,  response is amazing but no dedication key in this phone everything is on ,3,Response
Camera,  is not upto the mark i,1,
fast,  and good video playback,3,
applications,  are too good,3,
games,  - Subway Surfer Dead Trigger 2 Kritika Clash of Clans Call f Duty: Heroes etc,3,
heats,  up quite a bit (near the earpiece),1,
Screen,  guardcover provided in-box -1005 (really bad quality,1,guardcover
music,  player you fancy,3,
video, s and any music player you fancy,3,
videos,  and any music player you fancy,3,
fast, er than my Galaxy S5,3,
Battery,  was good Im getting around 7 hours of video playback on YouTube (using app),3,good
Camera,  is decent for daily use and screen was good as well the low PPI didnt bothered me much (Im also using S5 and MI3 so compared to these phones high PPI it felt OK),3,
performance,  very soon it got complainants,3,
smooth , - no lag at all,3,
performance,  in terms of speed is very good,3,Speed
Display,  is good and is quick in response to touch,3,
browsing,  different websites or using social media sites its speed is excellent,3,Speed
Battery,  backup is the only issue,1,issue
performance,  is comparable to smartphones in the range of 12 K to 15 K bucks,3,
performance,  of the device much much more than its price tag,3,Price
Camera,  is Decent with 720p Video Recording,3,
Screen,  is really Good,3,
Apps,  can be installed on SD Card,3,
software,  terms its great,3,
hardware,  and software connected so greatly so that it gives amazing performance,3,performance
software,  connected so greatly so that it gives amazing performance,3,performance
sensor,  is working like a charm including the automatic brightness,3,
sensor,  while in call screen light cut off is perfect,3,
UI,  is great-Thanks to Android Kitkat,3,
touch, screen is really very smooth,3,
Battery,  backup is really poor i,1,poor
lag,  free gaming camera quality is good and good quality picture what is expected at 5 MP,3,
smooth , touch all essential google apps lag free gaming camera quality is good and good quality picture what is expected at 5 MP,3,
performance,  is good as expected,3,
delivered,  on the promised date,3,
performance,  is great didnt face any lag yet,3,
budget,  of 6k you can go with this mobile,3,
fast,  delivery COD payment and most beautiful thing you processed it so immediately that one cant even imagine,3,delivery
cheap, est mobile as a same feature than other company handset,3,
fast,  and no lags and look of the mobile is good,3,
Battery,  backup is poorheadphone and charger provided looks like cheap quality,1,poor
headphone,  and charger provided looks like cheap quality,1,cheap
cheap,  n best phone,3,
touch,  responsive,3,responsive
Camera,  is excellent during Day n Night Front camera clarity is also very good,3,day
Front ,camera  clarity is also very good,3,clarity
Front ,camera  clarity is also very good,3,
Front ,camera  clarity is also very good,3,good
Front ,camera  clarity is also very good,3,
Front ,camera  clarity is also very good,3,good
Battery, life - Amazing,3,Amazing
responsive,  never saw a phone so great in response,3,
performance,  and elegance which makes this phone the best in its category,3,
smooth , and quite user friendly,3,user friendly
UI,  is smooth and quite user friendly,3,user friendly
Delivery,  of phone was made before scheduled time by snap deal,3,
applications,  are very useful accoeding to needs,3,
fast, er than my earlier iphone 5 and the screen has more colors,3,
video,  is amazing the phone is faster than my earlier iphone 5 and the screen has more colors,3,
Battery,  is fully optimized by Apple so that with 1810 mah battery it gives me a full day of charge,3,optimized
Fingerprint ,sensor  is impressive ,3,sensor
Fingerprint ,sensor  is impressive ,3,impressive
Fingerprint ,sensor  is impressive ,3,impressive
Display,  is 720p HD and it bright crisp and clear in sunlight also,3,crisp
sound,  but no bass or low bass but this iphone has good amount of bass so that you will love to play music on speaker mode,3,
snapdeal,  offers best price with realibility and on time delivery all the time,3,
fast,  and no lags headphone provided is great very nice display clear and crisp,3,
headphone,  provided is great very nice display clear and crisp,3,
clarity,  it is definitely class apart,3,
touch,  quality and ofcourse the breathtaking camera clarity it is definitely class apart,3,Quality
Battery,  backup is tad less than expected speaker not too loud installed apps are not of great use,1,less
fast,  and no lags headphone provided is great very nice display clear and crisp,3,
headphone,  provided is great very nice display clear and crisp,3,
performance,  wise no doubt best phone in the market,3,
interface,  and Apple`s brand name what else cud u ask for,3,
touch,  experience exceptional performance best camera beautiful interface and Apple`s brand name what else cud u ask for,3,
service,  provide them in terms of delivering the product is very good,3,delivering
Delivery,  aside the phone was in awesome condition good packaging,3,packaging
delivered,  in good and sealed condition,3,
Camera,  is top notch as with all iPhones,3,
lag,  free device,3,
delivered,  timely and in good shape,3,
Delivery,  was made in less than 2 days,3,
snapdeal,  and its delivery but personally i didnt experiece any problem and about the Product ,3,delivery
Price,  was very good and the Phone is Superb Very few lags and a Good battery life despite just 1800 mh battery,3,
Camera,  is excellent and the Touch is great,3,
Looks,  good too,3,
features,  like vibrate on call connect can see the contact when we dial few digits of the phone number etc,3,
delivered,  very fast and in excellent condition,3,
fast,  and in excellent condition,3,
delivered,  it in only 2 days excellent delivery,3,
performance,  of the phone is top notch,3,
Screen,  is crisp bright and displays true colours,3,crisp
browsing,  purpose it is the best,3,
image,  stabilisation works very well and the ,3,stabilisation
software,  and I would say no phone can come close to iPhone brothers and sisters please buy iPhone if you can afford,3,iPhone
touch,  superb bouncing software and I would say no phone can come close to iPhone brothers and sisters please buy iPhone if you can afford,3,
hangs,   one has to wait for indefinate time for the mobile to get released and the trackpad to start functioning again,1,
stylish,  (not as ,3,
service, s coupled with 18 month warranty against 12 months makes it highly recommended buy,3,
warranty,  against 12 months makes it highly recommended buy,3,
Battery,  backup is poor  less than 1 day,1,poor
hangs,   one has to wait for undefined time for the mobile to get released and the trackpad to start functioning again,1,
smooth , nd durable,3,
service, s is the best part of the phone,3,
clarity,  is good for daily use also,3,
sound,  and the ear piece clarity is good for daily use also,3,calrity
store,  you get loads of apps like whatsapp etc,3,loads
fast,  email services and for blackberry,3,email
Screen,  is little bit small according money and no touchscreen available,1,small
features,  for the price it offers I must say that the same is really good,3,price
features,  are really cool &amp,3,
music,  player on it is GREAT,3,Quality
sound,  quality is amazing compared to other phones,3,Quality
hangs,  anytime,1,
image,  quality is ok and the operating system 7 is a plus,3,Quality
operating ,system  7 is a plus,3,plus
operating ,system  7 is a plus,3,system
operating ,system  7 is a plus,3,system
snapdeal,  got it at lower price than market,3,
lags, s in the camera efficiency and no 3G servce,1,camera
Camera,  does not have autofocus but I am not much of camera user,1,autofocus
snapdeal,  team with lightning fast delivery,3,delivery
service,  until i recently bought the new BlackBerry 9220 and i can tell you that i am now a big fan of the BBM ,3,Blackberry
snapdeal,  as it effectively priced here,3,priced
stylish,  than other phones available in the market for same kind of price,3,
lags, s or delays while using applications,1,applications
operating ,system  allows you to work uninterruptedly for hours on end and as i said earlier There are no lags or delays while using applications,3,allows
operating ,system  allows you to work uninterruptedly for hours on end and as i said earlier There are no lags or delays while using applications,3,system
operating ,system  allows you to work uninterruptedly for hours on end and as i said earlier There are no lags or delays while using applications,3,system
body,  is fully plastic however the build quality is very good,3,build
build,  quality is very good,3,Quality
connectivity,  and Wifi are far efficient and faster as compared other blackberry phones,3,Wifi
fast, er as compared other blackberry phones,3,
service,  without a doubt is a unique feature with blackberry,3,Blackberry
video,  formats that helps me in watching my favourite ,3,formats
internet,  works fine on Wifi but without it its just frustrating to watch any videos online,1,video
service, s separately will be a plus,3,
UI, TE GOOD FOR MAILS AND COMMUNICATION TOO,3,
connectivity,  ultimate,3,
delivered,  as per schedule,3,
quad core,  no alternate for this,3,
touch, screen addition the Q10 harkens back to the ever-popular BlackBerry Bold in many ways so fans of that device will likely be happy with this one,3,
browsing,  the Internet typing and playing games will have a hard time understanding the Q10 and its small 720 x 720 pixel screen,1,typing
games,  will have a hard time understanding the Q10 and its small 720 x 720 pixel screen,1,Q10
touch, screen for browsing the Internet typing and playing games will have a hard time understanding the Q10 and its small 720 x 720 pixel screen,3,
games,  on the Q10 is not an easy task and people wanting to play things like Angry Birds Candy Crush etc should stay clear of the phone,1,Q10
expandable,  microSD storage,3,Storage
smooth , and is snappy when opening applications,3,
Battery,  wise the Q10 is great,3,great
operating ,system  is great and its implementation is clean,3,great
operating ,system  is great and its implementation is clean,3,system
operating ,system  is great and its implementation is clean,3,system
hardware,  its good not the best,3,
Price, d higher,1,higher
cheap, er also as it doesnt require BB internet plans,3,
smooth , and the phone is a good combination of touch and keyboard features,3,
Design,  we have talk specially about the Keypad its very ease and i love to type,3,keypad
Battery,  is good in comparison to other smartphones,3,good
interface,  is really fantastic experience,3,
Battery,  is freaking amazing and yes it does not hang up,3,amazing
stylish,  even if it is an old (2013) model,3,
Camera,  is only 5mpix,1,
Front ,camera  is hd and back camera is full hd,3,hd
Front ,camera  is hd and back camera is full hd,3,
Front ,camera  is hd and back camera is full hd,3,
fast, er even you set lot many accounts,3,
budget,  phone with great features and will get them accustomed to touch phones so that they can buy high end touch phones whenever they next require to go for new phone,3,
hardware,  highly optimised OS and very good built quality along with Blackberrys OS10,3,optimised
touch,  screen and hard keys are perfect to operate,3,
touch,  screen of this device is worst that I have ever seen in my life,1,
touch,  screen of low priced sets are much much better than this,1,
touch,  and Qwerty keyboard you cant get better than this,3,
fast,  and easy to navigate,3,
features,  as browsing speed in older was much better,1,browsing
Price,  on higher side,1,higher
smooth , OS ,3,
surfing,  on 3G it hardly last for a day,1,3G
fast,  speed The great Peek in Blackburry Hub Feature Browsing ,3,speed
fast,  no hangs what so ever,3,
applications,  is limited in bb app store,1,bb
Display,  is stunning has THE highest pip and brightness at this price range,3,brightness
Display,  in sunlight is great never ever faced any difficulty to read in sunlight,3,sunlight
Camera,  is at the best average camera software is good though,3,
software,  is good though,3,
heats,  up instantly while using,1,
heating,  up and wont be comfortable hold longer for heavy users,1,
hanging,  like android,1,
lags, s no hanging like android,3,
laging, ing and hanging,1,
snapdeal,  for the great offers loved the phone and I got it in less price on SD,3,
features,  and the best of all you can also adjust the apps as per your requirements if you dont need it turn it off,3,
sound, s are all fabulous,3,
touch,  screen camera sounds are all fabulous,3,
fast,  and sharp and the interesting thing is all other Android apps run on this mobile,3,
touch,  screen very compicated,1,
performance,  is good and no lag or freeze occurred,3,
stylish,  and premium,3,
video,  player is best and story maker is best,3,
Sleek,  design,3,
fast,  speed The great Peek in Blackberry Hub Feature Browsing ,3,speed
fast, very nice display,3,
applications,  every thing is fine and good in all type of ,3,
performance,  is good and nice,3,
Size,  is little big than expected and weight really light weight,1,big
snapdeal,  for the great deal,3,
responsive,  all new Blackberry 10 OS far better than any OS availiable for smarphones,3,Blackberry 10
smooth , and responsive all new Blackberry 10 OS far better than any OS availiable for smarphones,3,
Battery,  Backup is a bit low but then any smart phone with overloaded features will provide the same,1,low
Android,  apps are smoothly running,3,apps
heavy,  use you will have to charge twice in a day,1,charge
cheap, er than market,3,
browsing,  experience are very good,3,
fast,  phone),3,
features,  I like:,3,
sensor,  works great swipes to minimize to desktop swipe to turn on the phone from standby auto-complete typing with a swipe etc),3,
software,  upgrades cannot fix:,1,upgrade
Battery,  is more than sufficient for normal users,3,sufficient
fast,  so light to use gesture based interface make it even more ,3,
features,  is never ending ,3,
interface,  make it even more fast while using it,3,fast
performance,  matters more and it performs better than iPhone 5 or Octa core Samsung phones :P,3,
sensor,  and manual focus adjusts everything on the camera,3,
headphone, s headsets its output is just wow,3,
budget,  but is also sexy in look &amp,3,
applications,  as smooth as never before,3,smooth
smooth , as never before,3,
features,  of this phone are excellent,3,
instagram,  and snapchat are paid apps,1,
interface,  which is far better than android devices,3,
smooth , OS,3,
features,  has many problems,1,
features,  and user interface is good,3,
Battery,  is a bit weak,1,weak
delivered,  it in 5 days in brillient condition in good price,3,
warranty,  and decent price it really worth your money,3,
fast, er than competitors and it sure looks like it,3,
fast, er than on other phones,3,
games,  compare to google play it has only few free apps that too not good apps,1,apps
google,  play it has only few free apps that too not good apps,1,apps
snapdeal,  that gives in best price,3,
Camera,  is awesome no any other ph has this picture quality in 8 MP,3,quality
Design,  is superb very handy &amp,3,
operating ,system  is upgradeable to 10,3,upgradeable
operating ,system  is upgradeable to 10,3,system
operating ,system  is upgradeable to 10,3,system
snapdeal,  doesnt any warranty card,1,warranty
touch,  screen phone launched by blackberry is an superb phone and with great camera and ,3,
hangs,  a lot even more than a lot more than 20 times a day and every time you have to take the battery off and restart again,1,
features,  as described in product and timely delivered,3,
stylish,  one but you have to charge it twice a day some times it hangs,3,
fast,  and beautiful,3,
applications,  (android) it s not working,1,
Display,  Quality is to good,3,Quality
touch,  sensitivity too awesome,3,sensitivity
build,  with a proper Quality,3,quality
touch, - too good,3,
Camera,  quality is poor in low light,1,quality
features,  are not working accordingly,1,
picture,  quality good in outdoor but in low lite its like 1,3,quality
touch,  gesture  is good,3,gesture
fast,  but hanging problum in this set,3,
hanging,  problum in this set,1,
Battery,  life is good contrary to what some people say,3,good
Display,  is nice too,3,
Display,  :- Very Good,3,
hardware,  best back cover easy to use After all BlackBerry Is BlackBerry,3,back cover
features,  this is best price device,3,
snapdeal,  early delivery is commendable,3,commendable
fast,  as you can open the attachment easily and viewed in full screen,3,
fast,  great phone,3,
snapdeal,  and the delivery was prompt,3,Delivery
build,  of the mobile is good,3,
features,  within a second i went for it,3,
stylish,  look makes it much more special for anyone,3,
budget,  range with a beautiful design splendid os longer battery apps (now that amazon app store is providing android apps) and a good screen this phone should be your first choice,3,
video, s of BB Z3 with asus zenfone 5  samsung  iphone ( latest models )and it scored very well with this price range  about camera u get excellent photos in daytime  just now i took one pic to test the front camera @ 9,3,BB Z3
videos,  of BB Z3 with asus zenfone 5  samsung  iphone ( latest models )and it scored very well with this price range  about camera u get excellent photos in daytime  just now i took one pic to test the front camera @ 9,3,BB Z3
video,  formats are not played,1,formats
build,  of the phone really needs a mention,3,
music,  or whereever though Select Many option is there,3,
hardware,  design is top notch,3,design
software,  viewpoint BlackBerry OS 10 is very fluid,3,BlackBerry OS 10 
video,  playing and minimise an app the audio keeps on playing in the background,1,app
online,  apps like WhatsApp viber emails text messages so these apps will rarely take space on the apps grid that too only if you open these apps,3,apps
